companyName,contractType,location,sector,title,postingDate,hourlySalary,salaryRating,viewsCount,applicationsCount,interviewsCount,offersCount,hired,applicationDate,interviewDate,offerDate,hireDate,timeToHireDays,applicantExperienceLevel,workType,salaryRange
Jobot,Full-time,"San Francisco, CA",IT Services and IT Consulting and Software Development,Head of Engineering,2024-08-10,49.05,1.6,924,79,7,1,True,2024-08-15,2024-08-23,2024-08-28,2024-09-01,17.0,Senior,On-site,$100k-$120k
Talent Groups,Full-time,"Boston, MA",Staffing and Recruiting,User Acceptance Testers,2024-06-27,46.87,1.4,961,36,8,2,False,2024-07-02,2024-07-08,2024-07-13,,,Senior,Remote,$60k-$80k
AlertMedia,Full-time,"Austin, Texas Metropolitan Area","Technology, Information and Internet",DevSecOps Engineer,2024-11-10,40.25,0.9,582,24,4,1,False,2024-11-18,2024-11-26,2024-12-01,,,Junior,Remote,$100k-$120k
Realm,Full-time,"New York, United States","Technology, Information and Media and Information Services",Senior Backend Engineer / Tech Lead Go (Golang),2024-08-26,79.08,4.1,587,59,1,0,False,2024-09-04,2024-09-11,2024-09-14,,,Senior,On-site,$100k-$120k
Integrity,Full-time,"Texas, United States",Insurance,Senior Data Analyst,2024-04-10,87.4,4.8,724,45,1,0,False,2024-04-17,2024-04-21,2024-04-24,,,Senior,Remote,$100k-$120k
Microsoft,Full-time,"Redmond, WA",Software Development,Technical Program Manager,2024-05-20,47.25,1.4,838,17,1,0,False,2024-05-25,2024-05-29,2024-06-04,,,Mid-level,On-site,$80k-$100k
VMD Corp,Full-time,"Arlington, VA","Airlines and Aviation, IT Services and IT Consulting, and Security and Investigations",Senior Data Analyst,2024-12-07,86.21,4.7,1137,88,1,0,False,2024-12-10,2024-12-18,2024-12-21,,,Senior,Remote,$120k+
Jobot,Full-time,"Scottsdale, AZ",IT Services and IT Consulting and Software Development,Mechanical Design Engineer,2024-11-17,58.1,2.3,475,140,30,9,True,2024-11-18,2024-11-22,2024-11-25,2024-11-29,11.0,Junior,On-site,$100k-$120k
Turning Point for God,Full-time,"Lakeside, CA",Non-profit Organizations,Broadcast Systems Engineer,2024-04-11,43.01,1.1,699,199,41,5,False,2024-04-20,2024-04-23,2024-04-26,,,Junior,On-site,$100k-$120k
Black Propeller,Full-time,United States,Advertising Services,Paid Search Manager,2024-06-09,53.05,1.9,916,56,3,0,False,2024-06-14,2024-06-22,2024-06-25,,,Mid-level,On-site,$60k-$80k
Charles Schwab,Full-time,"Westlake, TX",Financial Services,SDET - Performance Engineer,2024-06-12,41.66,1.0,536,114,14,0,False,2024-06-21,2024-06-28,2024-06-30,,,Mid-level,On-site,$100k-$120k
Xoriant,Full-time,Greater Boston,"Financial Services, Investment Banking, and Banking",Business Analyst (Financial and Payment),2024-11-22,45.68,1.3,1131,107,23,8,True,2024-11-26,2024-12-05,2024-12-11,2024-12-14,18.0,Mid-level,On-site,$80k-$100k
Hawaii Pacific Health,Full-time,"Honolulu, HI",Hospitals and Health Care,Project Manager - Care Transformation,2024-04-08,37.84,0.7,680,105,11,4,False,2024-04-13,2024-04-21,2024-04-24,,,Junior,Remote,$80k-$100k
Tebra,Full-time,United States,Software Development,Salesforce Architect,2024-05-07,35.23,0.4,1110,198,24,11,True,2024-05-11,2024-05-19,2024-05-25,2024-05-30,19.0,Junior,Remote,$80k-$100k
Magellan Health,Full-time,United States,Hospitals and Health Care,"Sr Director, Digital Strategy and Insights",2024-12-28,43.44,1.1,1496,169,22,6,True,2024-12-30,2025-01-03,2025-01-07,2025-01-13,14.0,Junior,On-site,$60k-$80k
DNV,Full-time,"Oak Brook, IL",Public Safety,Senior Data Engineer ,2024-05-26,68.85,3.2,1281,125,12,0,False,2024-05-27,2024-06-03,2024-06-05,,,Senior,On-site,$100k-$120k
Woven by Toyota,Full-time,"Palo Alto, CA",Software Development,"Staff Machine Learning Engineer, Motion Planning",2024-11-14,52.15,1.8,308,22,1,0,False,2024-11-22,2024-11-30,2024-12-03,,,Junior,Remote,$120k+
Overtime,Full-time,"Atlanta, GA",Spectator Sports,"Senior Manager, Recruiting Operations",2024-06-15,77.32,3.9,527,10,1,0,False,2024-06-19,2024-06-23,2024-06-25,,,Senior,On-site,$100k-$120k
Clear.,Full-time,United States,Construction,Mechanical Commissioning Engineer (Data Center),2024-05-06,41.09,0.9,514,43,1,0,False,2024-05-11,2024-05-16,2024-05-18,,,Junior,On-site,$100k-$120k
Murata,Full-time,"Goleta, CA",Motor Vehicle Manufacturing,RF Engineer,2024-06-17,43.08,1.1,1334,199,24,8,False,2024-06-23,2024-06-30,2024-07-04,,,Mid-level,Hybrid,$100k-$120k
Jobgether,Full-time,United States,Non-profit Organizations and Primary and Secondary Education,"Account Manager, SMB ",2024-12-09,46.17,1.3,898,88,10,0,False,2024-12-17,2024-12-23,2024-12-29,,,Senior,On-site,$60k-$80k
Jobot,Full-time,"New York, NY",IT Services and IT Consulting and Software Development,Senior Backend Engineer / Startup,2025-01-22,70.3,3.4,980,87,3,0,False,2025-01-30,2025-02-02,2025-02-04,,,Senior,On-site,$100k-$120k
Jobot,Full-time,"Los Angeles, CA","Software Development, Technology, Information and Internet, and Technology, Information and Media",AI Solutions Developer - Legal Tech,2025-01-09,58.23,2.4,1452,130,24,0,False,2025-01-16,2025-01-22,2025-01-27,,,Mid-level,Hybrid,$80k-$100k
Archdiocese of Milwaukee,Full-time,Greater Milwaukee,Religious Institutions,Science Teacher (Full-Time 2025-26),2024-08-21,48.05,1.5,355,102,4,0,False,2024-08-25,2024-09-03,2024-09-07,,,Mid-level,Hybrid,$80k-$100k
MST Global,Full-time,"Gladstone, NM",Mining,Apprentice Electronics Technician,2024-11-21,51.91,1.8,1495,107,16,5,True,2024-11-27,2024-12-04,2024-12-09,2024-12-13,16.0,Junior,On-site,$80k-$100k
DNV,Full-time,"Phoenix, AZ",Public Safety,Senior Data Engineer ,2024-06-02,80.77,4.2,1086,91,8,1,True,2024-06-06,2024-06-14,2024-06-18,2024-06-24,18.0,Senior,Remote,$100k-$120k
tvScientific,Full-time,"Los Angeles, CA","Technology, Information and Internet",Sales Development Representative,2024-07-06,43.6,1.1,1225,168,16,1,True,2024-07-13,2024-07-17,2024-07-22,2024-07-25,12.0,Senior,Hybrid,$60k-$80k
"Gromelski & Associates, Inc.",Full-time,"Manassas, VA",IT Services and IT Consulting,System Services Engineer,2025-02-12,56.82,2.2,957,162,17,3,True,2025-02-13,2025-02-22,2025-02-27,2025-03-01,16.0,Junior,On-site,$100k-$120k
Jobot,Full-time,"Parsippany, NJ",IT Services and IT Consulting and Software Development,Mechanical Engineer,2024-04-05,46.88,1.4,921,47,3,0,False,2024-04-10,2024-04-17,2024-04-19,,,Senior,On-site,$120k+
Woven by Toyota,Full-time,"Ann Arbor, MI",Software Development,"Staff Machine Learning Engineer, Motion Planning",2024-05-02,47.66,1.5,1112,23,2,0,False,2024-05-06,2024-05-09,2024-05-11,,,Senior,On-site,$100k-$120k
AgileEngine,Full-time,"Orlando, FL",IT Services and IT Consulting,Data Engineer (Middle/Senior) ID34675,2024-06-03,83.67,4.5,1070,145,15,2,False,2024-06-10,2024-06-17,2024-06-21,,,Senior,On-site,$120k+
Jobot,Full-time,"Chicago, IL","Construction, Civil Engineering, and Industrial Machinery Manufacturing",Quantitative Developer (C++),2024-04-11,51.16,1.8,212,100,16,0,False,2024-04-20,2024-04-29,2024-05-05,,,Senior,On-site,$80k-$100k
CARMAX INC,Full-time,"Plano, TX",Retail,"Sr. Analyst, Retail Strategy & Analytics - Hybrid",2024-05-27,50.97,1.7,807,63,9,0,False,2024-06-01,2024-06-05,2024-06-07,,,Junior,On-site,$80k-$100k
Jobot,Full-time,"Chicago, IL",IT Services and IT Consulting and Software Development,Web3 Solutions Engineer,2024-10-17,60.56,2.5,697,139,11,4,False,2024-10-21,2024-10-27,2024-10-29,,,Mid-level,On-site,$100k-$120k
University of Arizona,Contract,United States,Higher Education,"Contract Analyst, Senior (Office of Research Administration) (REMOTE)",2024-08-31,85.73,4.6,437,110,1,0,False,2024-09-09,2024-09-14,2024-09-17,,,Senior,Hybrid,$100k-$120k
Hatched Recruitment Group,Full-time,"Hudson, MA",Engineering Services,Senior Mechanical Engineer - DoD Metal Structures,2025-02-10,87.5,4.8,1317,98,15,4,True,2025-02-15,2025-02-21,2025-02-23,2025-02-27,12.0,Senior,Hybrid,$100k-$120k
Jobot,Full-time,"Los Angeles, CA","Software Development, Technology, Information and Internet, and Technology, Information and Media",AI Solutions Developer - Legal Tech,2025-01-03,50.77,1.7,980,65,10,3,True,2025-01-12,2025-01-16,2025-01-22,2025-01-27,15.0,Junior,Hybrid,$80k-$100k
Rippling,Contract,"San Francisco, CA",Software Development,Business Sourcer ,2024-07-28,41.38,0.9,1394,103,19,0,False,2024-08-05,2024-08-14,2024-08-17,,,Junior,Hybrid,$80k-$100k
PG&E Energy Centers,Full-time,"Oakland, CA",Professional Training and Coaching,"Entrepreneur In Residence, Principal",2024-06-23,46.64,1.4,805,102,4,1,False,2024-06-27,2024-07-01,2024-07-06,,,Junior,Remote,$80k-$100k
AgileEngine,Full-time,"Tallahassee, FL",IT Services and IT Consulting,Data Engineer (Middle/Senior) ID34675,2024-08-13,71.14,3.4,860,93,11,2,True,2024-08-20,2024-08-23,2024-08-28,2024-08-31,11.0,Senior,Hybrid,$100k-$120k
Kroger,Full-time,"Lake Orion, MI",Retail,e-COMMERCE/DEPARTMENT LEAD,2024-10-20,47.02,1.4,1048,94,5,1,False,2024-10-25,2024-11-01,2024-11-04,,,Senior,On-site,$80k-$100k
Irving ISD,Part-time,"Irving, TX",Primary and Secondary Education,Summer School-Bus Monitor-Summer 2025,2024-06-26,49.11,1.6,1135,198,35,8,True,2024-06-30,2024-07-07,2024-07-10,2024-07-16,16.0,Senior,On-site,$40k-$60k
"Railroad Infrastructure & Terminal Development, LLC (RITD)",Internship,"Brookshire, TX",Civil Engineering,Civil Engineer Internship,2024-11-02,57.21,2.3,827,31,5,1,True,2024-11-07,2024-11-13,2024-11-16,2024-11-18,11.0,Junior,Remote,$100k-$120k
Jobot,Full-time,"Nashville, TN",IT Services and IT Consulting and Software Development,Web3 Solutions Engineer,2024-08-26,49.36,1.6,342,44,10,2,True,2024-08-31,2024-09-09,2024-09-13,2024-09-19,19.0,Junior,On-site,$100k-$120k
Jobot,Full-time,"Chicago, IL","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Full-Stack Developer,2024-10-05,65.01,2.9,1424,25,3,0,False,2024-10-14,2024-10-19,2024-10-25,,,Senior,On-site,$120k+
Jobot,Full-time,"Atlanta, GA",IT Services and IT Consulting and Software Development,Web3 Solutions Engineer,2024-09-04,50.76,1.7,1403,59,2,0,False,2024-09-13,2024-09-18,2024-09-24,,,Mid-level,Hybrid,$100k-$120k
REGENT,Full-time,"North Kingstown, RI",Maritime Transportation,Propulsion Design Engineer,2024-07-07,43.56,1.1,913,131,2,0,False,2024-07-13,2024-07-16,2024-07-21,,,Senior,Hybrid,$100k-$120k
CVS Health,Full-time,"Hartford, CT",Hospitals and Health Care,Senior Oracle Database Engineer,2025-03-09,86.7,4.7,678,137,23,0,False,2025-03-13,2025-03-17,2025-03-22,,,Senior,Hybrid,$100k-$120k
Jobot,Full-time,"San Jose, CA","Software Development, Technology, Information and Internet, and Technology, Information and Media",AI Solutions Developer - Legal Tech,2024-12-19,48.65,1.6,764,122,7,2,True,2024-12-21,2024-12-24,2024-12-29,2025-01-03,13.0,Mid-level,On-site,$80k-$100k
Jobot,Full-time,"Minneapolis, MN",IT Services and IT Consulting and Software Development,Web3 Solutions Engineer,2024-05-16,43.86,1.2,670,180,39,13,True,2024-05-19,2024-05-26,2024-05-28,2024-06-01,13.0,Junior,On-site,$100k-$120k
Jobot,Full-time,"Plano, TX",IT Services and IT Consulting and Software Development,Web3 Solutions Engineer,2025-01-29,40.64,0.9,583,26,3,0,False,2025-01-31,2025-02-08,2025-02-13,,,Mid-level,Remote,$100k-$120k
Wake County Public School System,Full-time,"Raleigh, NC",Education Administration Programs,Math III-IV Teacher,2024-09-17,47.92,1.5,1125,89,12,4,True,2024-09-22,2024-09-30,2024-10-03,2024-10-08,16.0,Mid-level,On-site,$80k-$100k
The Doctors Company,Full-time,"Unionville, CT",Insurance,Infrastructure Engineer,2025-02-11,55.92,2.2,616,195,7,0,False,2025-02-17,2025-02-25,2025-03-02,,,Mid-level,On-site,$120k+
Jobot,Full-time,"Detroit, MI",IT Services and IT Consulting and Software Development,Web3 Solutions Engineer,2024-12-28,48.52,1.5,507,139,26,9,True,2025-01-02,2025-01-06,2025-01-09,2025-01-15,13.0,Mid-level,On-site,$120k+
Jacoby & Meyers,Full-time,"Los Angeles, CA",Law Practice,Legal Assistant (Entry Level),2024-09-01,36.43,0.5,848,141,33,4,True,2024-09-03,2024-09-06,2024-09-10,2024-09-16,13.0,Mid-level,Remote,$80k-$100k
Weis Builders,Full-time,"Austin, TX",Construction,Project Manager,2024-04-09,43.19,1.1,1224,94,5,0,False,2024-04-14,2024-04-23,2024-04-25,,,Junior,Hybrid,$80k-$100k
Shake Shack,Full-time,"New York, NY",Hospitality,"Senior Director, Real Estate Strategy (New York or Atlanta)",2024-06-26,69.34,3.3,1267,176,15,5,True,2024-07-05,2024-07-11,2024-07-13,2024-07-18,13.0,Senior,Remote,$120k+
Jobot,Full-time,"Columbus, OH",IT Services and IT Consulting and Software Development,Web3 Solutions Engineer,2024-10-01,56.93,2.2,938,103,2,0,False,2024-10-05,2024-10-12,2024-10-18,,,Junior,On-site,$120k+
Eurofins PSS Insourcing Solutions,Full-time,"Rensselaer County, NY",Biotechnology Research,Technical Power BI Business Analyst (On-Site),2024-11-06,47.12,1.4,1321,143,7,0,False,2024-11-08,2024-11-16,2024-11-20,,,Junior,On-site,$60k-$80k
Irving ISD,Full-time,"Irving, TX",Primary and Secondary Education,Special Education Clerk (25-26 SY) - Travis MS,2024-06-22,42.29,1.0,1488,90,4,0,False,2024-06-25,2024-07-04,2024-07-07,,,Mid-level,On-site,$80k-$100k
Jobot,Full-time,"Duluth, MN",IT Services and IT Consulting and Software Development,Web3 Solutions Engineer,2024-05-16,45.45,1.3,339,78,18,1,True,2024-05-19,2024-05-24,2024-05-28,2024-06-02,14.0,Junior,Remote,$120k+
Jobot,Full-time,"Anaheim, CA",IT Services and IT Consulting and Software Development,Mechanical Engineer,2025-01-12,64.7,2.9,1460,78,4,0,False,2025-01-21,2025-01-24,2025-01-26,,,Senior,On-site,$120k+
CHI,Full-time,"Englewood, CO",Hospitals and Health Care,"Systems Manager, IT Program and Project Management",2025-03-25,44.08,1.2,1173,157,32,5,True,2025-03-29,2025-04-05,2025-04-08,2025-04-13,15.0,Mid-level,On-site,$60k-$80k
Jobot,Full-time,"Seattle, WA",IT Services and IT Consulting and Software Development,Senior Software Engineer,2024-09-27,80.65,4.2,1216,25,4,0,False,2024-09-28,2024-10-05,2024-10-09,,,Senior,Hybrid,$100k-$120k
Jobot,Full-time,"West McLean, VA",IT Services and IT Consulting and Software Development,Senior Software Engineer,2024-05-24,64.22,2.9,1152,60,13,3,True,2024-05-25,2024-05-30,2024-06-01,2024-06-03,9.0,Senior,On-site,$120k+
GrowNYC,Full-time,"New York, NY",Environmental Services,Institutional Partnerships Specialist,2024-06-28,44.71,1.2,1103,114,1,0,False,2024-07-05,2024-07-10,2024-07-13,,,Mid-level,Hybrid,$80k-$100k
Southeastern University,Full-time,"Lakeland, FL",Higher Education,Academic Services Coordinator,2024-04-08,35.55,0.5,271,46,8,3,True,2024-04-15,2024-04-20,2024-04-23,2024-04-29,14.0,Senior,Remote,$60k-$80k
"FTC Solar, Inc",Full-time,"New Jersey, United States",Renewable Energy Semiconductor Manufacturing,Technical Product Support I,2025-02-21,45.11,1.3,1413,179,35,5,False,2025-02-23,2025-03-03,2025-03-05,,,Senior,On-site,$60k-$80k
Jobot,Full-time,"Beavercreek, OH",IT Services and IT Consulting and Software Development,Engineer,2024-05-10,64.1,2.8,1491,194,30,3,False,2024-05-19,2024-05-27,2024-05-30,,,Senior,On-site,$100k-$120k
FUCHS LUBRICANTS CO.,Full-time,"Harvey, IL",Motor Vehicle Manufacturing,Sales Engineer - Basic Metals,2024-10-14,49.61,1.6,306,75,4,0,False,2024-10-23,2024-10-26,2024-10-28,,,Mid-level,On-site,$100k-$120k
Jobot,Full-time,"Battle Creek, MI","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Java Developer,2024-06-28,61.17,2.6,1455,18,1,0,False,2024-07-03,2024-07-08,2024-07-13,,,Senior,On-site,$100k-$120k
Jobot,Full-time,"San Diego, CA","Software Development, Technology, Information and Internet, and Technology, Information and Media",AI Solutions Developer - Legal Tech,2024-10-06,40.77,0.9,1265,116,23,5,True,2024-10-09,2024-10-15,2024-10-20,2024-10-23,14.0,Junior,On-site,$80k-$100k
Jobot,Full-time,"Cleveland, OH",IT Services and IT Consulting and Software Development,Web3 Solutions Engineer,2024-11-13,49.7,1.6,1082,109,25,4,True,2024-11-16,2024-11-23,2024-11-26,2024-11-28,12.0,Senior,Hybrid,$120k+
CHI,Full-time,"Englewood, CO",Hospitals and Health Care,IT Technical Analyst Revenue Cycle,2025-01-09,38.2,0.7,338,95,16,6,True,2025-01-12,2025-01-17,2025-01-20,2025-01-22,10.0,Senior,On-site,$80k-$100k
Jobot,Full-time,"San Diego, CA","Software Development, Technology, Information and Internet, and Technology, Information and Media",AI Solutions Developer - Legal Tech,2024-06-03,40.58,0.9,814,73,1,0,False,2024-06-09,2024-06-16,2024-06-18,,,Senior,Remote,$80k-$100k
Sterling Labs,Full-time,"Des Plaines, IL",Environmental Services,"Entry-Level Laboratory Analyst, VOC ( Mon-Fri; 9:00 AM - 5:30 PM)",2024-04-05,50.12,1.7,1062,31,5,0,False,2024-04-09,2024-04-13,2024-04-16,,,Mid-level,On-site,$80k-$100k
Integrity,Part-time,"Urbandale, IA",Insurance,Summer Intern,2024-05-15,44.17,1.2,472,171,22,9,False,2024-05-23,2024-06-01,2024-06-07,,,Junior,On-site,$40k-$60k
Northern Trust,Full-time,"Chicago, IL",Financial Services,"Principal, Azure AKS Engineer",2025-02-14,47.23,1.4,615,192,24,6,True,2025-02-19,2025-02-23,2025-02-28,2025-03-02,11.0,Mid-level,On-site,$100k-$120k
Center for Public Partnerships & Research,Part-time,Topeka Metropolitan Area,Higher Education,Graduate Research Fellow,2025-02-01,53.0,1.9,705,166,37,6,True,2025-02-02,2025-02-07,2025-02-10,2025-02-13,11.0,Junior,Hybrid,$40k-$60k
Infosys,Full-time,"Tempe, AZ",IT Services and IT Consulting,UX Designer,2024-10-22,37.32,0.6,932,175,36,0,False,2024-10-31,2024-11-07,2024-11-10,,,Mid-level,On-site,$80k-$100k
Jobot Consulting,Contract,"Los Angeles, CA",Business Consulting and Services,Business Development Consultant - Satellite Propulsion,2024-10-23,54.12,2.0,623,119,4,1,False,2024-10-24,2024-11-02,2024-11-06,,,Junior,Remote,$80k-$100k
TEKsystems,Full-time,"Wilmington, DE",IT Services and IT Consulting,Systems Administrator,2024-11-19,41.28,0.9,589,106,4,1,True,2024-11-25,2024-11-29,2024-12-02,2024-12-07,12.0,Junior,Hybrid,$80k-$100k
TEKsystems,Full-time,"Lincoln, MA",IT Services and IT Consulting,Systems Administrator,2024-05-25,52.77,1.9,541,27,4,1,True,2024-05-26,2024-05-31,2024-06-06,2024-06-12,17.0,Mid-level,Remote,$60k-$80k
Jobot,Full-time,"Grand Rapids, MI",IT Services and IT Consulting and Software Development,Web3 Solutions Engineer,2025-02-21,55.07,2.1,1145,80,18,0,False,2025-02-24,2025-03-03,2025-03-08,,,Mid-level,Hybrid,$100k-$120k
Jobot,Full-time,"Casper, WY",IT Services and IT Consulting and Software Development,Web3 Solutions Engineer,2024-08-30,60.67,2.6,813,136,16,4,True,2024-09-04,2024-09-09,2024-09-13,2024-09-17,13.0,Junior,On-site,$100k-$120k
Wichita Public Schools - USD259,Part-time,"Wichita, KS",Primary and Secondary Education,Para ESOL Newcomer,2024-08-15,54.68,2.1,692,106,9,1,False,2024-08-22,2024-08-30,2024-09-01,,,Senior,Remote,$40k-$60k
Health Match BC,Part-time,"Bowie, MD",Hospitals and Health Care,Diagnostic Radiology,2024-09-25,40.77,0.9,391,10,1,0,False,2024-10-03,2024-10-10,2024-10-12,,,Senior,Remote,$40k-$60k
Coelate Technologies,Contract,"Sacramento, CA",IT Services and IT Consulting,ServiceNow Bussiness System Analyst,2024-04-18,54.22,2.0,698,141,18,7,True,2024-04-27,2024-05-01,2024-05-06,2024-05-10,13.0,Mid-level,Remote,$60k-$80k
Northwell Health,Full-time,"Manhasset, NY",Hospitals and Health Care,Associate Project Manager,2024-05-23,42.79,1.1,1021,13,2,0,False,2024-05-29,2024-06-03,2024-06-05,,,Mid-level,On-site,$60k-$80k
CAMBA,Full-time,"Brooklyn, NY",Non-profit Organizations,"Senior Director of Institutional Giving, Strategic Partnerships",2024-12-13,71.57,3.5,1456,134,2,0,False,2024-12-22,2024-12-26,2025-01-01,,,Senior,Hybrid,$120k+
TEKsystems,Full-time,"Buffalo, NY",IT Services and IT Consulting,Vulnerability Analyst,2024-05-02,41.81,1.0,426,91,21,3,False,2024-05-10,2024-05-15,2024-05-18,,,Senior,On-site,$80k-$100k
"DH Pace Company, Inc.",Full-time,"Oklahoma City, OK",Wholesale Building Materials,Entry Door Lead Technician,2024-10-24,45.83,1.3,338,36,4,0,False,2024-11-02,2024-11-05,2024-11-10,,,Junior,On-site,$60k-$80k
